real_A1, imag_A1, real_A2, imag_A2, tlast
8d57, d65f, 0690, 0e6a, 0
e239, 91d7, 0ead, 2524, 0
39d5, 8d26, b0e5, 9c91, 0
059e, 4752, 620f, 42f6, 0
9d88, 2816, 5055, aa79, 0
e69d, 840e, b167, 60d0, 0
1144, aa76, c907, 2fc0, 0
ccd6, 534b, 5ed5, 4ece, 0
bda2, f097, 3d2b, 236f, 0
61bb, 7890, 1c79, 6123, 0
db2a, c8c0, 7a25, 8de0, 0
ee92, 9d49, 0330, c6f0, 0
a5b3, 2de9, 2fc0, de3f, 0
4982, 3aa5, a74c, 45f2, 0
e62a, fa06, cfe6, 00bc, 0
781b, c562, aa1f, c2f1, 0
e4d3, 10bb, 8666, 13f9, 0
5955, b5fe, 99a8, 811c, 0
b6f2, ffe5, a22a, e2f3, 1
cfc1, 52cb, 0810, 2164, 0
c7d6, e4ff, 7952, a011, 0
5583, 9d82, 92e2, 6aae, 0
def2, 514c, 7746, c41e, 0
6ff2, 8909, 98d6, 6cff, 0
5c76, 3b66, d900, ba64, 0
fe29, 68cf, 0025, ef10, 0
809a, 6564, 408b, 30c3, 0
e1bb, c3b0, 0df1, 7b0f, 0
e7be, a33e, 69d4, cc44, 0
76e4, 18d8, 6e8c, cd70, 0
ae08, a945, e89d, 9aa7, 0
6288, 19a1, 955a, 03d4, 0
f638, 213b, 084c, 1cc9, 0
3b01, 7158, 0ce5, 3378, 0
e649, b0af, 3d4f, 69ed, 0
ccc5, 79d8, df45, 79ed, 0
1e50, a2e6, d1b3, 6f6a, 0
ebbc, 19ef, 60c6, d7c8, 0
ef21, b7c7, 652c, c0cc, 1
a2ed, 3f14, f0b1, 4341, 0
b98f, f3c0, c35d, 27f9, 0
4f2a, 4892, e443, c7c1, 0
7ea6, 812d, eb1d, 9eab, 0
5422, e6a6, 8d08, a214, 0
8232, a56b, f6c5, ce38, 0
5b12, f078, c11c, 9d5e, 0
11fb, d869, 083b, 93c3, 0
1ff7, e32e, d004, 28cb, 0
ef2d, 571f, a1ca, dfff, 0
f467, 6637, cd91, c422, 0
7f68, b18e, 9bc2, 810c, 0
6c38, ba0e, 2741, 8316, 0
315d, 85b6, c8ed, 7dd3, 0
dbdf, c9e7, 7920, c107, 0
56a9, 82e9, 9e4e, 0f51, 0
ee72, 2ca1, e4d5, 968d, 0
676f, 178e, 7ac8, 6b42, 0
a27f, d042, 0f33, 63ad, 0
b49d, c2ea, 46bc, f17f, 1
e9fd, e533, f588, 497e, 0
5b14, ceaa, cff0, 4c5e, 0
0286, 1084, 69b2, 4c60, 0
7756, 4b20, 6d7a, 3d9c, 0
38b9, abc3, 0df1, 8131, 0
24cf, c421, 1810, a8f0, 0
0bd6, ba44, 5ae4, 1e86, 0
8f6c, 2ba2, 6370, 8518, 0
9e9e, 8c76, 96bb, 3b3c, 0
9706, 8a6b, 3a26, 44d3, 0
de93, fc58, 6011, 62d6, 0
b0d9, b185, 45ea, 99d8, 0
b4cc, 5af2, e3c3, fe5a, 0
3309, 88cb, 56f1, 8296, 0
903a, b81f, 41bd, b47c, 0
ff1b, 75cb, 5bb8, d3fe, 0
b1e6, 4878, abfa, 2b74, 0
f1a6, 2000, 7087, d62d, 0
f3bf, 3577, def3, 82b5, 0
9d3d, 7e0e, df28, f089, 1
d8d4, 90ba, fcfd, 680f, 0
e191, 0c4b, 05e7, bdc0, 0
38b3, bf7e, 0cd2, c917, 0
3d43, 645e, bb84, 12b1, 0
3b16, 9020, 833d, 837e, 0
e609, 6f1e, 70b9, 37f0, 0
cb77, 9d25, 7e6f, ea03, 0
c0fa, 3785, 4729, f8b6, 0
2af7, d8dc, b206, ff6e, 0
4761, adbe, 7a4f, 8ba7, 0
589e, 5ed1, 674e, 787b, 0
6476, 9e1c, 6dcc, 0142, 0
c140, 96b8, 64f1, ce3f, 0
e3e8, b60d, 37fc, a6f2, 0
82ab, f44d, 878b, e9b8, 0
1113, c172, 5a8c, 2dba, 0
0121, 0f13, 32ba, 70a7, 0
15c5, 8bfa, e53f, c00a, 0
5fb4, 53ea, dcd1, 264a, 0
51a0, 7a57, b5eb, d7a8, 1
7268, 9e45, 500e, d414, 0
1242, a4b9, 4493, ae7b, 0
4dff, c449, 9576, 02ed, 0
b005, a261, b368, 3d27, 0
1f46, a36a, 146f, c9d3, 0
35c9, 7126, 57c2, 2863, 0
7cbb, 7dd6, 5fa4, ee0b, 0
5d9c, 3505, 8971, 14a8, 0
803e, 67e4, 303d, ccb8, 0
c88e, 5d46, 131e, 0f87, 0
5ba9, 995a, 54f2, 7e19, 0
76db, 8040, cfe2, 0af1, 0
7c87, df8b, d1f3, 6031, 0
85d3, abf3, b8d7, 81ff, 0
f042, 3fc6, 22f9, e4b1, 0
8705, 2dff, f52e, c0f0, 0
fe08, ce16, 14c5, 062d, 0
fcfa, 586d, 8976, e3fc, 0
908b, deeb, 515f, e6dc, 0
4a00, 573b, 9b55, 3404, 1
825d, 8057, 29e4, 5d16, 0
b2ac, 5fc3, 1494, 4d15, 0
6b85, 6432, 8e3d, f019, 0
d53e, ae7e, 91fd, 8f70, 0
a643, e9fd, 9916, cca2, 0
d606, 1b58, 56eb, c460, 0
6eae, 0af6, 44c9, 95fe, 0
ea3f, b25a, 2a93, 7f26, 0
bdf0, ca5d, 783c, b356, 0
4529, 2397, 0941, 1e99, 0
a996, 2116, e06f, 42f1, 0
4340, a4c2, a037, 405e, 0
0ee1, 358d, 5ed0, 2f15, 0
3dd2, 48c0, e49a, 5191, 0
c5b8, ba41, 8691, adaf, 0
530c, 90be, 7b46, 2ef6, 0
3970, be27, 01a0, 3f4c, 0
c1b7, 12f2, 6299, c3c5, 0
b5cb, 9e7c, 0b66, 99ec, 0
ba6a, 2296, 501d, 6446, 1
bc2f, a653, c3bb, 53f2, 0
0714, 4632, 44c9, 6c25, 0
4a30, 14ab, 2ace, f4db, 0
ccc1, f17b, ccc7, d9aa, 0
f4df, c663, b17b, dd0a, 0
743a, 21b8, 382b, 295b, 0
ebfc, 36ee, 799b, 3418, 0
7052, 8e91, 1b3e, bcdc, 0
b2e4, c239, 8bce, c6b3, 0
9774, 5314, 3419, 294d, 0
1df2, c9be, 1396, ee2f, 0
3a44, e029, 1b61, 72e8, 0
69f1, b751, 1b23, 8d44, 0
c012, 7641, 2461, 3d1a, 0
d5c3, 4fcb, 3e62, f330, 0
d3bc, b7c2, 7807, ece6, 0
ac82, 6303, 6235, 7933, 0
6d43, c6d6, 987d, 6757, 0
b0e4, 4ea5, 8d3a, 87f1, 0
9e06, 0601, 1fb2, f49e, 1
f150, 1c69, 1e76, ccf9, 0
bb32, 26de, 02e0, 78d3, 0
71ca, 2828, e3d4, 8150, 0
4dba, f62c, f9c8, b04e, 0
137e, 00d1, 2c43, 3c56, 0
0365, ba16, 4633, 5323, 0
3e92, 876f, c2b9, 4e04, 0
40c2, bef3, 32dd, 596b, 0
6b54, 4461, c8bf, 55a5, 0
6b79, e890, 7fbe, 4097, 0
e9e6, 7a65, 6a0d, e230, 0
b785, 84ea, 0b2c, 4a12, 0
d7b1, 48dc, 7323, 6663, 0
6b87, 12a4, 19b5, e56e, 0
46a7, 28ca, fdda, 8709, 0
0b89, 4f6b, 23fc, 1e3a, 0
8afc, 7d1e, 2302, 9392, 0
ef6e, 9a7b, 61a6, 0022, 0
cadd, 728e, f9d1, 96c0, 0
c4f4, 8792, 7b7c, 28b6, 1
514d, 3a33, 681b, 1b12, 0
05c1, f59c, 61d3, c6c5, 0
a2d4, bc44, 727e, 9990, 0
a35b, 3420, e90b, 096b, 0
122d, 6741, 1009, f377, 0
1c8e, e105, f6bd, f80f, 0
8485, d8e9, ab89, 5f12, 0
1f76, e818, 5809, 6170, 0
9cae, 6edf, fb32, 46b5, 0
771d, aecd, aa0f, 256c, 0
66e2, f863, 4663, 4587, 0
f7a7, 800a, c4d0, ee17, 0
46ca, a13f, e2df, c609, 0
15de, 4d55, d903, ebfc, 0
c710, 2a45, e429, 88b5, 0
fde0, b9a2, 3c6e, e8fd, 0
9b3f, ba34, 49bc, 6ddd, 0
0126, 737f, af7b, 82ec, 0
73d2, fd2e, 8162, 2460, 0
6fa5, 2b84, a4fe, a88f, 1
c81f, 2354, 913d, dd36, 0
579f, 6ade, ea74, 36c2, 0
bb65, 06b2, d861, a202, 0
f585, e984, 30a2, 8e6a, 0
8cca, 8c1f, 1e6a, f5ee, 0
2198, 58ff, a95f, 000f, 0
61db, 9f5b, 7806, 780a, 0
3a64, a38f, 1be8, 41a1, 0
ab49, 1eec, ec8f, 2343, 0
211c, 306e, 1b9d, 97d4, 0
2dcc, d215, ad88, 5a96, 0
47c8, aca9, 58c9, 6add, 0
acac, f111, 2e70, 4fc1, 0
3d3a, 361c, 0692, e317, 0
9817, 3b3f, 7be3, 5024, 0
2299, 5da2, 38d6, 336f, 0
c29b, c689, 1d5f, 20af, 0
1103, 7e53, 3121, 7072, 0
5a6a, 6057, 75f6, df04, 0
87d1, 0cc1, e06d, 51ba, 1
5af8, 2c96, 6c0a, eab6, 0
b2e6, faa2, 7e8a, 8e7b, 0
6712, cf2b, 9643, f53f, 0
db5e, eeb5, f14d, 9495, 0
b159, 7d34, b899, 1081, 0
1fbf, f42e, 882e, 3288, 0
6306, ea85, 20e4, 8aad, 0
3361, 1a47, 2889, b6b4, 0
fdd4, 9413, 14a2, 1491, 0
d9e5, 76cd, f0ef, 230e, 0
d980, 8ad8, d3c1, 9fbb, 0
4085, 4d03, 569c, 70e3, 0
f8ae, dbaa, 19b7, 41f3, 0
ea28, ee54, b15e, b0e7, 0
3768, e010, 168b, ad9b, 0
46fe, 63ee, 142a, 6911, 0
30dc, 6a74, c85e, badf, 0
0070, 8c14, 9614, 1a56, 0
cbce, 5848, e854, 3c02, 0
8c07, be71, a5d2, 3243, 1
1dab, 5943, 16ed, 5f0a, 0
73e6, 2598, 796f, 530f, 0
031d, a388, 1d5d, 0783, 0
2fcb, 4036, 3173, 48d7, 0
8571, 07a2, c8bf, df21, 0
542c, 8411, 46d4, 8067, 0
e18b, 1117, dc66, 0daf, 0
9055, 232c, 7226, 1da1, 0
b1b3, f84c, 7b40, 7375, 0
e3a4, b28d, cc45, e6e1, 0
1a95, 5d05, 2ea4, 74ae, 0
26f7, 3e1b, 760f, ffaf, 0
a8f8, 5c32, 5f1d, 30f1, 0
3a65, 2311, 0d4e, 210e, 0
6508, ea35, 590e, 9327, 0
ca17, b1c9, b33d, 19d1, 0
41b5, 5f3b, f145, 3895, 0
5641, aa2b, 0cfc, 52fa, 0
d34f, cd66, 6137, 5bf5, 0
4eb3, ea08, 6b94, b0f5, 1
4968, 4386, a12c, 4223, 0
185b, e4cb, eeb5, 28c7, 0
52c0, d3e4, a83d, 5fd0, 0
954f, b862, cbf4, 2a57, 0
74d3, 73ff, a6a8, 5996, 0
09d8, 6dd0, faef, 4972, 0
bc9b, 8766, 23c1, 0017, 0
27a8, 717e, 7978, 0909, 0
21dd, 35bb, 97da, 53f3, 0
c309, 525b, fd2a, 4a37, 0
3902, daa0, f62e, 8d02, 0
133e, 7294, 6347, 7d9b, 0
808f, a0e6, f03a, 4912, 0
a882, 5550, f4e0, 780a, 0
8361, b6c8, 1430, 2705, 0
f7bc, 31e1, b84b, b5b9, 0
4891, 013a, 37a1, 076d, 0
5693, 246d, 5c04, 422b, 0
0cd5, 388d, c60e, c0d7, 0
095d, b7a7, 6d0f, 666b, 1
e9b7, ff62, 4a86, c636, 0
8a06, cdf0, 8100, ba44, 0
5d06, b96b, 5e73, f479, 0
5e09, 9d7c, 2ba3, 6dae, 0
1bdb, 9c8f, 096b, c4e2, 0
f5a2, 2e5d, 0df8, 3051, 0
5c7c, 7126, 4250, 1aff, 0
5bb9, 6b10, f36e, 1ab2, 0
02fa, 5e54, 5d47, f900, 0
0338, 2e72, cd5b, 20ba, 0
94a0, 4d6f, 6357, a299, 0
b54d, 6e79, 1c12, c6e7, 0
6cb2, f242, 0da2, 2f91, 0
bdd0, 3ffc, 5f38, d144, 0
d9cc, 1137, 55f1, ecfd, 0
86a8, 6b0d, 79bd, 1238, 0
6a0d, 0920, f604, 3178, 0
175c, ab28, 6271, 613e, 0
8dd6, e296, ca10, d4cf, 0
21b8, ce19, 5854, f319, 1
3d70, e22a, c4c8, dd3f, 0
af92, ee09, caa7, a718, 0
0a77, d07d, 9655, f4b8, 0
a893, 1ce0, 49e8, 3dd8, 0
3679, 3645, da74, f8c0, 0
1d0a, a16a, a1e6, 0677, 0
30fc, 61f1, 5982, 7f0b, 0
d55a, d8f2, 3f57, 93e8, 0
f450, 559d, eac9, cbb3, 0
2deb, 801b, afd1, 59ae, 0
85ae, d948, fda3, f539, 0
f985, 863c, 06c8, 15c5, 0
48d3, 0048, cec5, f6e7, 0
84df, 68e5, 7d4b, 0897, 0
b2f5, 22c0, 61c8, c07b, 0
4ea5, fd11, df99, 4d51, 0
3b5e, 5dd3, bfa6, bae8, 0
134a, ca50, bdb2, 259f, 0
3581, 8d07, 7e53, 6466, 0
779e, de09, bc9c, 030b, 1
7549, 4b87, 0c9d, b1ee, 0
28fa, ab7e, ba0b, b9b4, 0
d0cb, ad11, ac71, 70eb, 0
63bf, 1caf, 394c, 41c9, 0
1c0e, 828f, 8f98, b08d, 0
b968, 3d5d, 1fb2, 97cd, 0
02ac, acb4, ddeb, d66d, 0
0c38, 8e51, 4cb9, aca2, 0
2e80, f12d, 93ec, 5e30, 0
ba5b, ba45, bf3b, be52, 0
13b8, e245, 9d2e, bc10, 0
802b, a147, 7288, 3bb3, 0
899e, e78d, 7e3a, cf67, 0
0ca0, 76bb, e44f, 0f3a, 0
5a48, acb3, 208b, e05c, 0
f52a, a628, ef03, 4372, 0
709f, 4a2d, 3872, f532, 0
21bc, 2169, 226b, 2b77, 0
3c10, 1af1, aa87, 5079, 0
2010, a163, 7538, b210, 1
a80e, 528a, 06b2, 9352, 0
4528, 4603, 4407, 1371, 0
db56, 3712, 6ed8, 53bf, 0
4d65, 0461, ee2d, 8ac5, 0
3a76, 5e2d, b493, 5cc7, 0
3c0c, 9b46, c19b, 54ca, 0
7a86, e2c7, 193c, aa87, 0
df09, 9024, 1585, 159e, 0
0ac4, 0e6c, ec4f, a5be, 0
25e5, 3d56, 2d6a, 5f7e, 0
aa1b, 701b, 1ec0, 5610, 0
384d, eaa4, 67aa, c6bd, 0
60d7, 30f5, b4ed, 4196, 0
d39b, 0791, 06d8, ce92, 0
0484, 8bc6, a7b3, 764c, 0
78e0, 6ef1, caf0, 8904, 0
4f71, 1114, 1a3d, fd8c, 0
5d78, ea59, b3ec, a601, 0
1633, 44cb, d9c2, 72a1, 0
0dd5, 2254, d9b6, 8bd2, 1
b8d8, ed3b, 1425, 8e82, 0
f8dd, c624, 352c, b6e1, 0
e4d2, 22be, 1842, 01c2, 0
dfaa, 04fe, 8308, ef54, 0
3c45, 9d17, c3f1, 83be, 0
e578, 6eda, aac9, 2cfa, 0
bac2, 062e, 07c2, 6ca4, 0
897b, 6054, d097, 024b, 0
3b1a, a8c3, a691, 10d4, 0
e5d1, dead, 45cc, 04b2, 0
cfae, 9a56, 4051, 48c3, 0
838f, 0929, 3e8f, c7af, 0
c7d1, 5d38, 41e0, c8fb, 0
872f, 6525, de5c, 0db8, 0
767f, c8b6, 3e13, 326d, 0
7b07, 9919, a6ff, bab8, 0
66f1, 2bed, 402b, 2802, 0
0619, f6f5, 4a1f, 6095, 0
ed45, 957f, d8a4, 6c19, 0
ed17, b621, b410, 7b18, 1
f2f4, c02f, c458, ae6b, 0
4bbf, 8e90, 6612, f73f, 0
92e0, ff93, 3e0b, e9a8, 0
fffb, cb17, 74b5, f371, 0
b2b1, 2c53, 86ab, 3bd6, 0
8a49, 11e5, 506f, 364c, 0
c141, 529e, 26cd, 55d8, 0
3fd5, 7713, 2793, b637, 0
8746, 8988, 1522, 8494, 0
0c45, 7f3b, 432d, 4bf9, 0
b36d, 1de2, d4ec, 13fa, 0
0570, c177, c317, 1ef6, 0
56dd, f753, dbcb, dadd, 0
2ff3, 6b36, d697, 7fad, 0
dd74, 13fc, d5ab, 9e9f, 0
3c46, 58d7, 264c, 6e39, 0
09bc, e14d, 179d, 3b7e, 0
42ff, 0370, 5d6c, 7664, 0
0d62, 73ca, bdd6, e27b, 0
3c83, b1f1, 73b7, bb6c, 1
8343, 1a8a, ca1b, 82ea, 0
f49e, 4854, 1492, 5979, 0
61a1, 7ae6, 8d58, 43e1, 0
6234, 299a, a696, cf4d, 0
03f7, 691e, 5e50, afa4, 0
6c18, a3fe, 4497, b00c, 0
acd4, 267a, b090, 3879, 0
7ef5, b0b6, 2720, 4318, 0
4d85, 07a7, 0274, 9f2d, 0
86d9, b386, 43b2, 408f, 0
dc4a, 1082, 636d, 3f25, 0
37cb, 734a, 7988, a651, 0
b72a, 1c78, 9f35, 0fe5, 0
ee30, 6e96, 7faa, 8557, 0
1a01, 14c1, 3301, 608e, 0
dbca, 3659, c479, 0358, 0
7420, 43eb, 9a51, ad31, 0
b6c6, b741, 64e5, ad93, 0
6c85, 8be1, d557, df61, 0
4479, 3396, 6df6, 6160, 1
e797, da7a, 1a5d, d0c8, 0
79d6, a1d3, 0536, b009, 0
5824, 8036, 394a, 3aeb, 0
60c6, daee, a07e, 852d, 0
6d32, 34aa, 0bb5, a23e, 0
a3be, 8187, f909, 6bd4, 0
af31, d108, 6735, 1287, 0
eda6, cde5, acc3, fff8, 0
5811, fc91, 7dbb, 036f, 0
73c2, 14f2, 6245, 9e55, 0
c8bc, 8fc3, 1f6c, fafb, 0
c903, 35bd, 24b0, 15bf, 0
6613, bd29, 8d22, 3fac, 0
08ed, addb, 7bd6, 7526, 0
f71b, 3410, 3834, 5d3e, 0
759f, e0ef, 2143, 950c, 0
a81c, 99bf, 4d0c, 5a03, 0
698d, 0e77, b895, 3d98, 0
fbc7, aa9c, e900, f517, 0
308f, 6a9a, c954, 7a86, 1
13c0, b011, b2b7, 2e95, 0
3fea, 663d, 21e0, 5d52, 0
29fc, 4aab, 2d81, 78bd, 0
1ccc, f2f6, bdfd, 8050, 0
69a1, cb10, e6a6, 8eba, 0
2890, 49e7, a995, 5d37, 0
2ba3, 25d8, 41a6, c659, 0
b870, be0a, 92cf, a4f5, 0
0ea2, f2c2, 0bfb, 817e, 0
8947, f8e0, 56b9, ebe6, 0
adb4, 2bea, 4be2, 3be1, 0
d890, 1ff3, 3a48, 1a61, 0
c4f6, 893f, 68c6, a5a1, 0
ce6e, 4c98, 9ec9, a0ef, 0
05b9, 08ea, 8dbd, 2e9e, 0
6314, 2efb, 1480, bdae, 0
f8f4, f5bf, 5b5d, d69d, 0
9dc3, 4d53, 943f, 0a83, 0
4211, 20c9, 8b92, 50e8, 0
5f26, 61a5, 4b48, 1457, 1
5bad, c57e, 4060, c011, 0
dce1, c877, dea3, c935, 0
84af, 10db, 19cb, 2191, 0
5870, 9fef, 03c0, 99c6, 0
22be, 5d64, 72e0, fc82, 0
ef28, 5114, fa52, 3318, 0
8bcb, 2ddb, 297b, 251e, 0
cf4e, 7a01, 0992, b039, 0
6934, 7b99, 71f8, 20b1, 0
2bf5, 0e94, 1ceb, d236, 0
21c9, f056, a45b, a3d5, 0
2a44, 27f2, 4d94, dc78, 0
989e, ab3c, 899b, 5690, 0
1ffc, 34f1, d4ec, 7c78, 0
822e, 0deb, 6423, fa38, 0
c72b, e2a4, bdd0, 8f28, 0
9829, d407, 2f0a, eddb, 0
2531, c4ea, 14ac, a185, 0
d21a, eefb, bea8, d869, 0
358f, 9c12, 8d1a, 6dbe, 1
b631, 8807, c115, 6d30, 0
9e0d, 05fe, 1584, 17b2, 0
ece6, 1e05, 1ecd, 154a, 0
b50b, 3bd4, 1e93, c1f6, 0
588f, 8f1f, dc28, ad38, 0
6cc1, 34aa, 5054, 60b7, 0
c2a1, cc4a, b8e1, 90b0, 0
053f, 701f, cb67, 5d81, 0
85e7, 6060, 6784, 68a2, 0
1134, 8738, 226e, 7ee8, 0
7594, 6773, b435, 9050, 0
1864, 76c1, d4a8, 042a, 0
5833, ab59, 243a, 1291, 0
6261, 6159, eb2d, 46b4, 0
60c6, 370e, bdcf, ed3f, 0
b1ef, 4a95, 6321, e3d4, 0
3bf0, b36d, b787, 2da2, 0
4e4a, b59b, e55e, ae8d, 0
880e, 6ada, c8c4, 9504, 0
f43a, 4472, dce9, dbdc, 1
114f, 459f, 5f42, 25fe, 0
59f2, 5596, 67d8, 1f55, 0
7f94, 17cb, 6acf, bcbf, 0
7b8d, 90a3, 9f00, 71ee, 0
0e41, bc86, a462, 15c5, 0
4b8d, 0370, 0421, 2849, 0
65a2, e98d, c909, d55d, 0
fb3e, 78f9, 00a2, 03f5, 0
71a8, 6837, 8da5, 43fc, 0
4428, cafa, f899, b438, 0
4e0a, 1614, 6e1b, 7e6b, 0
64b0, 224a, b8e3, c6f5, 0
f4d5, 9689, bf5e, 962a, 0
0351, cd17, 7517, ead6, 0
73b4, e017, 287c, 5970, 0
b0b5, 6ed3, d9e9, ba88, 0
4975, 2c1d, 71aa, 7deb, 0
3a50, cda7, 1b60, 9de8, 0
c5a3, 468c, 0a40, 8f62, 0
0810, f1d3, ce07, 8ae0, 1
fbe0, 3e5b, 51a2, 99e2, 0
05e1, 02a1, 502f, d2da, 0
b681, 855c, 371e, 5995, 0
9b72, fe41, d42b, 11db, 0
4084, d685, b3c9, ce8c, 0
66e0, 6706, 43df, cde1, 0
f853, 2abd, f96b, 369e, 0
f0db, 4d90, ad28, 21d2, 0
81e3, 791f, 3e64, a409, 0
3ecc, e581, 7878, a881, 0
cefe, 73f8, fd01, f62c, 0
0f55, f199, ba0e, 7556, 0
4c2f, c97a, 2fc2, 7b71, 0
89b1, f25e, cf38, ff57, 0
2313, 8055, d282, 09e7, 0
442a, cf40, dfb8, 8e02, 0
34f9, cd16, 4ab8, 4882, 0
5071, c9b9, b071, a7dc, 0
d6ef, 8a2e, ed65, 56e7, 0
d7f6, f104, d010, 1f02, 1
d02e, 5f10, 4437, c3a1, 0
e1da, dd5c, 258d, 1880, 0
58ed, d36e, 81fa, f709, 0
6e4f, 0ad2, aea2, f16e, 0
25a5, 1d7e, f89e, b835, 0
505c, 0bc9, 42de, 55e4, 0
9640, f0fa, 4cd3, 4c18, 0
acc0, 1c31, 5867, 86ca, 0
6359, 3240, c95f, 0874, 0
d7ca, 2805, 87d9, 445f, 0
747c, d18c, f53f, 1b3f, 0
1fa9, 4483, e656, 16ef, 0
9f50, 51a8, c874, c259, 0
8654, 4624, 060b, 583d, 0
354d, 6e15, cb4f, 44f8, 0
a67d, 207e, a752, 82b9, 0
4224, be53, cfe7, dc4e, 0
cd16, a8db, 6e86, 3446, 0
eac3, 8cb9, 4441, bc5b, 0
0885, bbe7, 9b4a, 6382, 1
ef43, f70f, b804, e1c6, 0
0ed7, 3b4f, 5208, a5a6, 0
47ce, e193, d0f9, 505d, 0
8f89, 72a6, cd71, c43b, 0
7216, 68d6, 6450, d0d9, 0
7f4c, 74f9, d1dc, 108f, 0
c6e4, 3ed4, 99ea, 29e8, 0
2f00, bc67, c7f8, 1d00, 0
0f3a, c754, dcc5, 3a89, 0
d5b9, a560, 069f, b2ac, 0
26a4, 5b15, 15c7, e8b0, 0
b471, 2312, 40aa, 2eff, 0
6407, 412a, ea06, 2ae6, 0
a1c1, 13a9, ef71, ba72, 0
f5ab, 6363, d6a4, 6fd6, 0
6faa, 3370, 6f2e, 9d35, 0
421c, a7c9, 070b, eaa5, 0
f182, d01a, 4249, 555e, 0
b4e7, 20df, 5b74, bb60, 0
80e5, 23f4, dff6, a37f, 1
10d2, cb28, 53aa, 8d6f, 0
766c, 4542, 0055, 0064, 0
2303, 5305, ad5a, c80c, 0
a3b9, 171a, 2d87, b737, 0
d3bb, 63ab, 1b07, edf6, 0
94a2, 594b, 3ab2, cab9, 0
9709, d0a7, 10a5, 6f95, 0
b55f, 7ac6, ffb8, a323, 0
1164, 9594, 70c7, 864f, 0
7a99, 237a, 46cc, c041, 0
878c, eb6a, 894b, b0be, 0
67af, 776d, 5ccd, c430, 0
a0bc, 796c, b0ab, 5172, 0
bc62, f1f2, dc80, b4d4, 0
3778, 2b05, 5c68, b48a, 0
a012, fa17, 467d, df86, 0
ad47, 3811, d3e6, 2e24, 0
6e7b, 0d33, dccc, 3ab8, 0
2292, 6f38, 9726, 2f41, 0
3522, dea2, 7b10, c876, 1
2c53, 7f80, 1fa2, 64a7, 0
5cad, 0812, cc19, e72f, 0
d2a1, 9416, 2076, 97f3, 0
8f90, 1120, c26a, 7550, 0
09fb, 8239, bbf6, 4107, 0
1654, 5000, 4a34, 5768, 0
5e56, c1c2, 48ef, 55fc, 0
ff41, 67bb, 68ea, 4396, 0
23e5, 68dd, fe50, 97d8, 0
465a, 4ddc, 0fb6, f3f0, 0
0bf9, 184d, cdfa, e8b8, 0
e439, 2f3d, 1ddc, 0b08, 0
cdad, 04d8, 13c4, e0f2, 0
796c, 88c5, 01bf, 98d6, 0
3105, 0183, 9104, 5233, 0
dbbe, 28d6, 34db, a811, 0
5812, c051, d526, 80f3, 0
71da, bdeb, e1be, 2964, 0
efe7, 6ce6, 80bd, dbea, 0
92fe, 16b8, b4ee, 8b7f, 1
c223, 6efa, 76d3, 225f, 0
93c2, 8c14, 4946, fc79, 0
c361, 099f, b03a, 0320, 0
5f85, 0aea, 3bed, 7b2e, 0
7bd6, 10a3, d960, 7f9c, 0
6daf, 9d63, 1e58, 489d, 0
2543, c419, feae, 41e8, 0
7b6f, d288, 02f6, bcd7, 0
f2bb, fd3f, 2410, dd58, 0
a717, aded, 0871, ef01, 0
8660, 8858, 2533, 1846, 0
8a5d, 2fcc, 566f, b80c, 0
cdc7, cf82, 7e68, 4707, 0
83ef, c932, 8217, 5ee7, 0
a335, c3ee, a8e7, 8986, 0
4bf7, 0b5f, fc93, bd0b, 0
9b82, f128, 098d, d1b2, 0
878c, 3265, 5d0c, ed61, 0
44a1, 9030, 3eca, 539b, 0
9296, f578, 3293, f206, 1
a487, f915, dce0, 71b0, 0
7475, a5f3, 93fc, 3988, 0
743e, c62e, 44fe, 779f, 0
0769, 421e, 474b, 615c, 0
7582, 872a, 341d, 854d, 0
f9c1, 56d8, d2d3, 9a83, 0
1314, 442e, 5b95, 2c61, 0
5c03, 200b, 5a54, 32a4, 0
e956, 03c8, 1bb3, ff03, 0
5729, d132, cbfe, 7f38, 0
1ef4, b09c, 72f7, f86e, 0
0ed3, b2f0, 011c, b24f, 0
2eab, 1606, 96da, 433c, 0
aa2c, 9d50, 2a45, 14ca, 0
2715, f53d, 4213, 45bd, 0
465b, 2f3b, 9f8c, 2774, 0
4214, 37c0, a29e, 063f, 0
f823, f51a, feea, 9a45, 0
65ab, f1bc, 493e, a74d, 0
cf2d, 8f35, 68f1, 9811, 1
2b73, af6a, e26b, bc24, 0
ae67, fb22, 4b7b, 93eb, 0
5e36, 08cf, 1ab9, 5f10, 0
a88c, a803, 2e3d, 640f, 0
2810, 88fc, 195e, 7555, 0
342f, be4a, 1162, 5ccc, 0
531a, ef66, 540f, d300, 0
859d, 0e3b, e6c5, 3f14, 0
19aa, bfbb, 2e84, d728, 0
f24f, 0d87, c511, 35fb, 0
f0a1, 981d, 72c7, b3e2, 0
2186, 857b, 33c8, c734, 0
9fa8, 9ddf, 2948, 1282, 0
9ef1, a330, 9a75, 9ed2, 0
2b8e, 89b7, a213, 3766, 0
2641, eb7b, c2b0, 7fb8, 0
0cfc, c555, 5553, b2ab, 0
12fa, c064, ed13, b8fa, 0
3a2a, 5a5b, ffdc, 60c6, 0
7701, adaa, afc9, e24b, 1
7970, bf13, 6e77, 4d3f, 0
fe4a, 4651, 5449, 1f1b, 0
96b0, 73f6, 676e, 9016, 0
