real_A1, imag_A1, real_A2, imag_A2, tlast
398a, 10c8, 3d33, 011d, 0
e7f2, 37f0, e581, f98d, 0
ea79, 0f7b, 4abb, f4ea, 0
a19e, 1b08, 2185, 582b, 0
067c, 5b8d, 43c9, d8eb, 0
303c, 29ec, f298, 9792, 0
d17c, eb0f, b92a, e0eb, 0
fdbc, c5dc, dc7b, c344, 0
560c, 0725, b54d, 2e21, 0
3091, 3f0b, e481, bdeb, 0
2d7e, 22e6, 0365, 1ec5, 0
ee02, 4025, dc3a, a797, 0
0ab6, b882, eafd, 9889, 0
cd98, 4bb8, 1927, a908, 1
015f, 6ac4, d168, bec8, 0
c314, eb5c, ffa0, 7861, 0
45c0, 0a20, fcd7, 28f1, 0
aa6b, 093c, b40c, e148, 0
44b0, 1696, c9ef, 444c, 0
2765, 3655, c7ad, bb60, 0
c7e5, d4da, 287c, 042e, 0
223b, e56f, da5f, 3a38, 0
1d4b, fd71, 4e1e, e60e, 0
1579, 55a1, ce61, b988, 0
ac77, 1b2f, 6234, ecde, 0
46e6, f647, fb1b, 762b, 0
d0d5, 3cf7, 371c, 3491, 0
a3f5, 17e2, d831, 1eea, 0
3075, fb9f, 19c6, 0a8d, 0
a805, effa, 1498, de7e, 0
ed73, 3a5c, f90e, 480f, 0
d179, 0b6a, db0f, d931, 0
07c4, e445, f620, 722e, 0
c5f6, 45db, cbaf, f03f, 1
d4eb, 2ef7, 2361, e26e, 0
6781, f007, d9f5, 3774, 0
ea78, 2023, 211a, 5db4, 0
f3e1, 98b7, aedb, d1da, 0
c86d, d18a, 0c3d, 247b, 0
10db, ceeb, d813, e504, 0
c51d, 23d0, bf23, d29d, 0
3b29, 0ab0, d0f9, b511, 0
09ea, 75df, cd5d, 1dcb, 0
f15a, 2688, 342e, e1fd, 0
f4db, 9ad2, 0e4c, 1c5b, 0
0a06, 724d, 42da, 3a24, 0
eb6f, 26be, 6386, 0f01, 0
029c, 727c, 21dd, d55a, 0
cfa0, 345a, a877, 0900, 0
a736, 20a4, 173d, 1cfe, 0
2ad0, 5448, 652c, 065a, 0
f381, 97f4, feda, 0729, 0
df14, d2ac, 2462, 305d, 0
469b, cb95, 1de5, eeb4, 1
a213, 008e, 0b42, 3e97, 0
f766, 4f3f, b982, d826, 0
f8c3, 5f11, 22d1, 0956, 0
2ae3, 133e, ea0e, debe, 0
2b21, b77a, f543, c8e5, 0
d258, f79e, 186b, 2d94, 0
32d4, d726, c943, 4354, 0
a2ab, e827, 9544, eeda, 0
3849, 26c6, da53, 5a31, 0
5090, febc, fce5, fe08, 0
4194, d272, 1584, 59d9, 0
2f7e, e84b, b410, d596, 0
ad52, e5dd, 0d16, 8e6b, 0
fa09, bd81, 4349, 0459, 0
cfa8, 20d5, ed95, 364a, 0
eb05, 2632, 1bb1, 4ce9, 0
1aa8, 0caa, eb5c, 3e05, 0
d146, c8f8, 236c, 444a, 0
177f, 4216, 49e3, 1a7c, 0
0401, 690b, f1a2, 3420, 1
de55, d748, 17be, 56b7, 0
c20e, fd84, f6c5, ee21, 0
ce97, b7f1, 05df, 9637, 0
e6a0, 4360, e893, 3d21, 0
d7b0, 24c1, 0b76, 985f, 0
68d4, f486, 8e15, f9b7, 0
ef9b, ca32, ea8c, f445, 0
08bc, bb08, 05dd, cec4, 0
051c, d2d5, c9f6, d7d0, 0
162d, 3564, 24d9, ddd5, 0
e9e3, a4c9, 02dd, e765, 0
103c, f268, 2840, 1ef7, 0
4cea, d478, 564d, daa5, 0
09c7, dc45, fe7d, ec79, 0
f8fc, 65a1, 1051, ef8b, 0
5c75, 08fb, 08ed, 335e, 0
f136, 2374, 046a, 84f4, 0
e3b6, c95c, 75b8, 0533, 0
0cce, ebfe, 07d1, 1e8b, 0
ef75, 54bc, e56d, 28fe, 1
fc39, a03e, 0581, 93bf, 0
1f71, 0776, 4b97, 0900, 0
a19f, 17e7, f612, e995, 0
8fb1, f1d6, f35a, a9b5, 0
eb72, 9ae8, 1fdf, 45ba, 0
68d4, ef83, fdde, d2d1, 0
a685, e443, 1f25, afe1, 0
4162, f153, dbd7, b341, 0
a380, ddb2, d83b, 1418, 0
06c5, e771, 4272, 07f5, 0
df31, 2a88, b5d3, d6aa, 0
1114, 6b08, 4304, f485, 0
22cb, f7a3, fa71, 5265, 0
af15, ee32, 2f52, 5037, 0
2713, a784, d602, e338, 0
0264, ba42, 1bf9, c93e, 0
f37c, cd41, 2574, 2463, 0
caa5, e0d2, f6d2, 3042, 0
4a88, 2926, ce77, c5b5, 0
60b8, e1ba, be2e, d3e8, 1
580b, fb66, 2630, add7, 0
2733, 432a, 6f2a, f10f, 0
350a, 468f, 9b50, ff20, 0
4779, d9cb, bfa8, ed60, 0
08a7, 5dca, 6ee9, f6d5, 0
a8be, f114, 6e59, ef13, 0
935f, f785, ec1f, 941a, 0
efdd, 3460, 00a8, b52c, 0
d329, fd56, 089b, 726b, 0
5318, d549, 1d3e, 1058, 0
93e5, 0a2f, 03ab, b0df, 0
f1c1, f245, 46eb, d39a, 0
2750, 56a5, 1813, b6e2, 0
1fff, e408, f82a, a2c5, 0
de29, da52, ac65, d874, 0
0320, d7e8, 16a4, 059e, 0
ddad, edee, 529e, e6ec, 0
c503, 05e6, 066e, e5c5, 0
db55, 121c, 4a0f, 13ca, 0
30bf, b260, f63b, 22eb, 1
4250, 1933, 4554, 31ad, 0
0a17, 755e, f840, 4bae, 0
c734, 303d, eddc, 3b99, 0
2af5, 41c4, edee, e847, 0
f968, 48d7, 4801, cdab, 0
e08e, b31b, 02e5, bca2, 0
574c, 0d83, e102, 062c, 0
1ac6, d984, cb5c, 4aaf, 0
1d98, ac70, 9529, f9bc, 0
07ec, 40a4, 2aba, 0644, 0
c527, 0269, 0fa8, 2d0f, 0
f173, e9fa, 4b66, f79b, 0
e982, 4016, cf5a, 4175, 0
19f8, c9d4, fc9b, cc56, 0
26fd, 467c, e18e, b050, 0
9c73, e54a, 5545, fe18, 0
613e, 0533, 23fb, 452b, 0
1444, e11d, c596, c740, 0
f1b6, 19de, 069e, 66ad, 0
f415, 2305, c2e9, d6ff, 1
1e1f, 379d, 0803, 0c72, 0
092b, 4511, 1ab7, 2bc5, 0
faf2, 9de4, 0197, 2e2a, 0
1615, 63a7, ccc6, 0197, 0
4653, c75f, 014c, a50f, 0
180e, aabd, 9ef0, 0ab1, 0
43c7, 3355, 052d, bade, 0
29bb, dc22, d51b, 38c9, 0
e5d3, 23ab, d4a9, 50f9, 0
ec6f, a0c6, e59d, be54, 0
042d, acb8, d35a, 1a76, 0
cef9, f508, 3d4b, f68f, 0
f90a, 04b1, 53c9, 135f, 0
41e8, 00a6, 1d27, 0e13, 0
997a, 15be, 4b08, ddee, 0
94e8, 080e, ff8f, e89e, 0
2a87, bc76, d0be, 10d6, 0
f80a, 7406, e1d9, 2145, 0
e1c7, e1cc, 3c7c, ee95, 0
28ef, 3313, ed6f, 373e, 1
d452, 0f2d, fe48, f78c, 0
ce6a, f5a1, 0153, 5696, 0
3ce6, f0dc, 9b5c, 0e3a, 0
0cdc, ebd2, faf9, bce3, 0
c847, 00a0, 3854, 256b, 0
1831, b2c3, f14b, 512b, 0
1b3c, 4429, 042d, be3b, 0
b9e9, 1b70, 23eb, bcfa, 0
4ab9, 1a2b, 4b48, 1350, 0
ddf3, 1a4d, 07b7, 2bc8, 0
b8f0, e193, 1823, fe7b, 0
20a0, 0b51, f1cf, c108, 0
e0ab, 4ef8, e108, aa0e, 0
26b5, 2261, 24f1, efd8, 0
0034, dcc3, d389, c79e, 0
4415, 18bf, d0c3, 2c67, 0
f6e2, 2b3b, 37d5, bdfd, 0
f451, 45f8, c50a, 1e8b, 0
acbb, e7da, 694a, f963, 0
2d49, dea3, 042c, 37eb, 1
6c2d, 11b1, 0666, b8c0, 0
bf82, 316a, 3037, ee7b, 0
2cd3, 50ce, f7ee, b24c, 0
d37b, e871, 55b8, 0b71, 0
0e96, 45c6, e01e, 30d2, 0
2b53, 3aa5, dcfd, c279, 0
da19, c115, cd3f, e45d, 0
b691, 1515, db7b, d5fd, 0
e5d6, beff, c9e5, bbe9, 0
ff38, fe77, a287, 19b3, 0
2e95, 2fe2, d050, 0ba4, 0
1738, 20e8, 05d1, a5a7, 0
d8c6, b0a5, 2a1c, b6f4, 0
e1dc, ccbf, 1772, cc44, 0
d2c4, 080d, 33aa, eeb1, 0
da97, 394d, bb96, d4d1, 0
2f58, 5009, e4da, 3ba6, 0
e028, ded0, 10c5, 6a7e, 0
e579, df51, 0d47, ccb2, 0
369b, fb77, ebeb, b0f2, 1
e7df, d51f, e9f8, aed7, 0
c890, d474, 050e, 9830, 0
ef52, b548, daf1, f889, 0
de7d, 0683, d368, 0ddc, 0
d792, c499, ba7a, dba7, 0
cf59, 2910, fd0f, b45a, 0
b39c, 1b7c, 2228, 2048, 0
ced3, 2d2b, 529c, 1fd9, 0
1e31, d8ab, ca8a, ed45, 0
e8a1, 22a0, 0d03, c35e, 0
dbb8, 45c0, ebd5, 208f, 0
8eb6, 00b4, bbfd, 09e6, 0
4cf6, f612, ade6, e607, 0
c1e1, 05f5, 3d70, cfb0, 0
cc46, 2c2f, f0b5, d4a8, 0
5711, de06, c702, dc89, 0
2411, f6fa, 5ad1, 17c4, 0
d880, 55ba, 3b67, 14b0, 0
36a8, 4175, f618, 41bb, 0
0510, 4f73, f3a5, 2689, 1
230f, 4606, 1374, e4ce, 0
4717, 1769, 0d11, 2090, 0
c34b, 3a60, 3309, 490b, 0
0187, 987d, e1e7, 07c9, 0
e4c0, 9fc8, 2896, fd0b, 0
fe2c, 39de, 0513, c5dd, 0
42b1, f05c, 1d80, 0ade, 0
e524, e3a5, 21d0, 2300, 0
d54f, 4e20, 12cc, 6b9d, 0
a367, 0afe, 00f5, ad2c, 0
5e79, f470, 06f1, 585a, 0
fc12, 6381, 4f31, f652, 0
0766, ea80, fbc4, ea7a, 0
bdf6, 1076, 3f17, 3adc, 0
fe61, 86af, faae, 2fb0, 0
c7f6, d779, 0a80, 0f52, 0
120f, e579, f743, 2260, 0
b777, d432, 0a51, 031a, 0
c2bc, dfd2, ea9b, 9e4d, 0
1986, bb7b, 229a, 0d88, 1
d426, ffa5, 0d6a, d13e, 0
42c7, 1f3b, cb44, e623, 0
3c5b, d82b, 3335, 47a1, 0
ca42, c7b8, 1124, 1190, 0
19c5, 1358, 71f8, fbab, 0
3f7d, 20d1, 5793, fd17, 0
cfe5, f304, c06e, d174, 0
4f99, d615, d496, 2d4f, 0
12a2, d4e5, b566, 208e, 0
c1cf, f17c, 1d58, 5f67, 0
fc59, f346, 3cd1, 21b3, 0
c1e4, c08c, 204c, c4d1, 0
fabd, 5f84, 2e2f, ce6a, 0
fb56, d57e, 4b07, d88f, 0
ecfa, e754, ddfb, c895, 0
3328, 1ed4, 39da, 4312, 0
be5c, 11f0, 414d, c5b0, 0
03c7, 6167, ef71, 932e, 0
ef37, f4bf, 218b, 3dca, 0
a72b, e8a8, 273d, 1b6a, 1
5586, ff56, aa99, 15ea, 0
0f1b, 37ab, eacc, c29c, 0
f1b7, c524, b492, ee41, 0
4a49, d7a5, f52c, e5af, 0
a3a5, ead6, 3cce, ebde, 0
d56c, 2772, 1cbe, 4b4e, 0
4ebd, e298, 4554, cb2b, 0
fe08, 0412, 4620, cd49, 0
12e2, f7ad, cf55, fdd0, 0
1567, 4a1a, 12ac, 4b94, 0
0d78, 2ad9, e294, 1783, 0
1a3f, c043, eac0, e3fe, 0
e5a8, b35e, feac, d1d6, 0
2a4c, dbc3, a225, fe33, 0
f13e, 5243, 502e, db81, 0
f63c, b2f5, ec2e, 0f17, 0
875b, 013b, 3a16, e429, 0
de73, c693, 427e, 186a, 0
02eb, 0f7d, d998, b474, 0
061d, 86a8, c219, 106f, 1
d4fd, ad39, e6d8, e113, 0
2830, 1ed4, ff68, 3bc2, 0
5225, 1473, 1a54, 3bde, 0
b0d4, 1b4d, e052, d82e, 0
a041, f319, 0a0b, 3c74, 0
fa6b, ca68, 4232, f0fb, 0
f062, 22b4, acd7, dbce, 0
316a, 19f4, 4342, 3803, 0
efcb, de45, ffa6, f5da, 0
fe9c, e0b8, b084, 13b2, 0
045d, c778, ca3c, 0618, 0
0727, aa40, ed1d, 03ac, 0
34be, 2460, 02a0, bf2d, 0
d87e, 146c, 0cd0, f66e, 0
f792, 1e70, 16c7, 547a, 0
ec02, 1d04, e10b, cc5b, 0
0f85, 6539, 2027, 3d52, 0
1d50, 0b01, e68b, c384, 0
a504, f34d, 0c14, 719e, 0
4f49, 1505, daa4, b817, 1
7ba0, 02bf, e06a, 46f6, 0
fa2d, 3ac0, fda4, f5c3, 0
c8de, 335d, 10ea, e2f9, 0
0c03, ab7e, b317, fb7f, 0
ece6, 540f, 4b35, f483, 0
d76a, dd30, 2db0, c10b, 0
e160, 569c, 4a6a, f5cd, 0
2d0f, 4542, f721, 45be, 0
0da4, ece1, d128, 17ae, 0
ed8f, 4b9c, f611, b7e6, 0
d8df, b894, 5eb7, fabb, 0
ea16, a7ad, 1e2b, 0471, 0
3fbe, 0daa, 3d4d, f2a9, 0
d126, ba63, f689, 0036, 0
d665, b991, 41f4, fe95, 0
3277, b41e, db50, b5d6, 0
d97c, 3c68, feee, ddcd, 0
1689, caef, 13dd, aab6, 0
b7ed, ef4f, db1c, 496f, 0
05f4, 9979, 237e, 3d1e, 1
0a6f, 4542, eb4b, e21e, 0
0130, 4141, c017, cb10, 0
549f, ef26, 1d06, ebc7, 0
0542, b6fd, 1261, e725, 0
344a, fc14, 293c, c1ca, 0
e1f3, 15ff, f2b7, b00f, 0
195d, 5447, 5c84, 2348, 0
2537, c37a, 3f86, e606, 0
1ade, 16f1, 002b, a327, 0
da61, fb0b, d09d, 2ec3, 0
2bb8, c681, 3bcc, 3ad8, 0
ee73, 6b0c, f442, 3f42, 0
a643, dd3a, b671, d38a, 0
f238, 201c, d8ec, 4b68, 0
3120, b7fb, ecc4, da0b, 0
edd8, c2f5, c3f0, 2358, 0
ffa8, d9fc, d093, d45d, 0
ee75, 2b6d, b52f, ed9e, 0
06e3, 3325, 32ff, c534, 0
3995, fcca, 2192, 179d, 1
3b6a, de8f, 1f34, beb0, 0
b162, d208, caa6, 4642, 0
ab75, ffcc, 38c8, 2945, 0
c560, e79e, 3964, c542, 0
e404, 4246, f125, c78d, 0
28d4, 34b5, b701, 30ef, 0
328a, c4c9, 0aa9, 1bb9, 0
461b, f957, 1672, cb85, 0
04d2, ae1f, 01e6, bea6, 0
1c3e, dc2a, 00a1, bee9, 0
bdde, ecf1, b10c, 1b51, 0
e2db, d5dd, b742, 1cd3, 0
44f5, 2a1f, 4f03, 29c0, 0
f711, 73b0, 3e75, cf73, 0
d8e1, 5228, 0b6d, d012, 0
b67e, 02a4, 007c, 77ba, 0
0523, a8f7, 3bb7, 1e66, 0
d954, 438c, da8d, 2506, 0
0bb6, 36f7, d818, b0b1, 0
1395, 270b, 142f, dd6e, 1
23bf, 4700, 2f3e, e490, 0
26bd, fcc8, 3386, 0c12, 0
0a3a, 9ed5, db9a, f5a9, 0
5838, db0a, fc90, 120c, 0
e312, af5d, 09b5, 3f88, 0
3209, 13b4, 3d69, 36ab, 0
f47d, 645f, 1d6d, ec62, 0
3b28, c917, 9c90, 1ab4, 0
fed0, 165a, ba21, d3bd, 0
0a5d, ac19, 4989, f363, 0
fdb4, 50a0, fcf9, cd0e, 0
0075, 57d2, 03d4, 963b, 0
e93c, 0838, 3ee7, 2087, 0
fbd8, 8c85, 1985, bce2, 0
c243, e941, c5ed, 0292, 0
297a, 4ca7, 1686, ae52, 0
6df8, ee2f, 07f6, 68cf, 0
3378, f2d0, c0d1, 1a73, 0
1a1c, e45f, f5d1, d996, 0
fd03, 1dfc, 2774, 19ba, 1
3723, 2f87, d53c, 4437, 0
d9d2, dca2, c6f8, ff42, 0
27b8, edff, ec0f, 41f3, 0
38ab, c619, 21b0, e1ce, 0
3b42, 1217, 2528, de64, 0
0b2b, 0811, df3d, b9bf, 0
3198, e6c8, ec8f, d0e9, 0
13ae, 09d9, edb0, 4cc1, 0
bb01, c76e, 1607, 1c58, 0
dddd, 2746, f7fe, e26f, 0
589d, d9ee, 2fef, d12a, 0
075b, dc03, bcea, f2f5, 0
0a88, a02f, 545d, 0cd9, 0
c150, 0b13, c0be, c90b, 0
f69b, 5c65, eb38, a1fa, 0
ec75, 3352, df66, 5d4e, 0
4d01, eb69, 1580, 9a7c, 0
c250, 1a90, 0111, 2120, 0
cab5, d477, eee7, 1bf5, 0
28d1, 1531, 3b27, 0554, 1
d1f9, 4ac2, edee, 61ec, 0
eb19, b014, 5eef, 1314, 0
c818, 419c, 5203, 081c, 0
2e7b, 3f49, 5e7d, f3db, 0
fabd, 75fb, 01ff, 0d2f, 0
f49b, bda4, 1c14, b938, 0
cf45, e299, 4b73, 295a, 0
28b9, 3cd1, 21dc, 1ca2, 0
28a6, ae29, 287b, a9cb, 0
61f6, e9c2, 2fb3, 0bb6, 0
f8ba, 0819, 4dca, f2f7, 0
256d, a789, 94b8, f31f, 0
0a26, e6bc, 42da, fc85, 0
1f7c, 52a4, d5be, fbe3, 0
32b5, 0263, 0a68, 380b, 0
d46f, 1a36, 3474, c2cb, 0
0bba, 6660, 097a, 2037, 0
11f5, 3b94, 3c83, 19ed, 0
cfdc, c0bb, 0911, a728, 0
45fe, f5ee, 3003, b1ac, 1
eda0, abeb, 4193, f48e, 0
4365, f8c3, 20d5, f0fc, 0
03ca, 8b18, c186, f0ae, 0
da32, cc50, 1bf8, cac2, 0
9153, 0013, b617, cd17, 0
e31b, 49d9, 487e, cc2a, 0
ffd6, 1235, e76f, a656, 0
9891, f042, 1d4d, 425d, 0
ffe1, 790e, 0d95, 4e98, 0
ccb5, 1ab9, 6fe0, 0216, 0
0f0f, af61, 0d7f, e393, 0
e8e2, 2327, c012, cb4e, 0
a81b, 2504, 4bc4, f2af, 0
2fd4, 223e, db05, db54, 0
baff, d770, dcbc, ab19, 0
37d1, 374e, 3479, 13ca, 0
aaee, 1d9a, 0e9b, dcbf, 0
05ac, 5eed, f171, b4e8, 0
0d93, e17d, aa65, 033c, 0
0250, 6c50, 0e4f, 37a4, 1
0b69, 565d, f723, 974d, 0
b537, 1587, 1676, d160, 0
cc16, 4973, cb82, 1f7b, 0
d1cf, f652, d67b, df9f, 0
cd68, d25f, 13e6, e9a8, 0
3b95, 0a97, 0c59, 5960, 0
a8be, 06fc, 3639, 484d, 0
062e, 871e, 1f94, 4c23, 0
9e8f, 199a, ea0a, 076c, 0
1ba7, 17f7, 09d9, fe6e, 0
4904, 1fc9, 2f71, 4c80, 0
d330, 1e70, b060, df4d, 0
1996, bc7d, 2e0c, e139, 0
97db, eee2, e03e, baa0, 0
d8f3, adad, 32df, fc1e, 0
182d, 1f6b, ccf6, bf4a, 0
ec54, a457, f38b, 65c2, 0
390c, f2d0, cc55, 1d19, 0
fa68, 4159, e10a, 56c6, 0
2640, 2cca, 4fc1, d9b3, 1
5754, 0387, e708, aaca, 0
db7c, b1db, fc13, 0a7d, 0
d7cf, 45f8, 0b3c, e618, 0
5658, e37e, 0a2a, a6bb, 0
20da, d988, f074, ad7e, 0
1d31, bab9, 0299, 52ee, 0
3148, b556, a84c, 091c, 0
dddd, cc99, fc64, 335d, 0
bcc6, 1011, 0804, 56d2, 0
28e4, e686, cfb3, 0cde, 0
92db, f496, c132, ddab, 0
d1f5, f6cb, 0403, 89de, 0
28a5, c5ee, 1e20, e510, 0
bbe5, e9ce, 28c1, 0700, 0
bded, 076f, 0961, b0ad, 0
0fe8, f612, 17af, e795, 0
1ebf, a6a4, b688, 0c69, 0
0539, ea0c, 32d1, b937, 0
ae55, f857, f3ba, 729e, 0
db87, db6c, df9c, c28f, 1
1146, 4185, 14ba, 0caa, 0
d66b, 0e95, 0cb2, 9360, 0
a400, 067e, 6be6, 0138, 0
c6d3, 181f, 5994, 1db2, 0
0383, 7375, fd16, 95ec, 0
b412, 1088, 364e, 0f4e, 0
cc84, caad, 0866, 088b, 0
f2ff, 7265, 38a7, f81c, 0
0f06, d2b6, c971, 4480, 0
c57e, ddc0, 1b0c, b138, 0
2f06, 47de, 508e, 1dfe, 0
fd9f, 545a, d905, 3e5e, 0
3e15, db8d, cc97, 373d, 0
0bba, 1582, 128b, 0a3f, 0
1b2c, a9d4, 134a, dfd2, 0
cb7c, e533, 539e, 164f, 0
234f, 568a, 2c99, 4d54, 0
c24b, 1f65, 4edc, df72, 0
02d6, 171a, 1c47, bb81, 0
2c8c, 1bad, ed04, 5230, 1
0f00, b1ed, e607, d6b8, 0
2959, e2e8, 0a55, cdb2, 0
b422, 034c, 29fe, 0e41, 0
0017, 7ebd, 3b1c, 2639, 0
e29c, 36be, 6872, f57a, 0
119d, 6c32, ebba, 1d82, 0
cab3, da3b, ee21, 50c3, 0
0ace, 1cc9, 3201, 3a3c, 0
fe6e, 1e65, 0399, d39d, 0
dcda, cc07, 3f1c, e0e6, 0
38e8, d2b1, fb49, 3727, 0
9913, e785, f2a5, 7199, 0
ecdd, 5915, 2ad5, 5216, 0
2477, 55d4, dca0, a58d, 0
08fc, d2e3, 5c0d, 1d14, 0
ecc9, 9620, d6d0, 3882, 0
f277, e0e9, 424f, 2724, 0
c082, 27f1, 8cfb, 07c3, 0
b961, 16e2, 3970, 2a3d, 0
bbc4, 0727, 1c1e, d562, 1
fd9b, 1868, 29fb, e07d, 0
eb21, 4635, f1d9, c1c9, 0
0985, 06ff, 5b09, f157, 0
161b, 613b, 17ef, 558b, 0
0dc2, 467b, 386f, 4660, 0
3057, f478, 3790, e080, 0
28c9, e30d, 1e2f, 3cb5, 0
dd87, 4e1b, f444, 90d4, 0
0914, 958a, adc0, e8fc, 0
90b9, f9b3, 3f7d, 0557, 0
f11e, ed76, fe9e, 6174, 0
4ed1, ffaa, 101f, 5609, 0
07df, 5313, f10f, 0d4c, 0
551f, ddea, 6a2e, ecc4, 0
5bd4, ec0e, 04e4, 46a1, 0
c58d, c4a8, e825, 43dd, 0
fd2f, 4b49, ebb7, 3fbd, 0
172d, f72d, b2d3, dca6, 0
149b, 20dc, b0d4, d1e1, 0
8f98, 0da6, f750, e7d9, 1
dbf3, 4b39, 3589, cd7a, 0
eaa3, f6ee, 2414, e1d4, 0
fc19, c366, eaf5, de23, 0
ec73, 50d1, d46a, e71b, 0
1a65, 557b, 7ca3, ffe0, 0
bb76, 2a94, 1c65, 5455, 0
e8d7, 4bb2, b5ca, cbc7, 0
c4bb, fc40, 273a, 1ff0, 0
d6f3, fe17, 26b4, 2746, 0
0571, 4cd2, fd05, 7754, 0
5bb8, 031a, 6fe5, 0897, 0
0149, 9cd3, 3787, c9bb, 0
eabc, 5404, b4a7, e668, 0
ccfb, e913, ef77, b77b, 0
c72f, bb7c, ceea, b8a2, 0
16be, 27d1, bbdd, 1669, 0
06f9, f7e6, 1ef7, ae50, 0
bb1b, 2f21, ed66, 2d5c, 0
a631, 05e5, fe73, db44, 0
eba5, 65fc, ef22, c6ca, 1
95ef, f7aa, c203, edef, 0
c93c, 2483, b4f4, 0679, 0
bb25, f6dc, 36bc, 33cf, 0
f92e, 56cd, 44e0, 07b9, 0
c212, 1ea8, dab2, 10df, 0
e252, 5378, 17b0, 4013, 0
7d49, 008e, 26d8, c734, 0
ebb5, b6b0, 459c, 30f4, 0
f411, 73d3, fe7b, ce3e, 0
4a5c, ed16, fe35, eeae, 0
057f, 6128, 967b, eb6d, 0
7b4e, fb8e, e279, ed6a, 0
2e09, b182, 1912, 471f, 0
1310, 671d, e494, 6295, 0
d83e, 1804, 1f24, 03d5, 0
ac83, da82, 1a1f, db0f, 0
e60f, e807, 0d79, f8b4, 0
2ab4, 2dba, b6b9, 2d43, 0
d8d0, b7bb, 3542, 1c1e, 0
af63, f963, 1854, b3a9, 1
0103, 815a, e667, 437d, 0
0938, 568c, 30d5, 1c41, 0
03aa, 67dc, cf12, bf2b, 0
1360, c1de, 0147, 90b7, 0
c820, 21dd, b2dc, 19c6, 0
f8af, 22a9, 0da6, b6bb, 0
3cd2, ce24, ed64, a89b, 0
e40e, 31b4, 2a4a, ab24, 0
0637, 3bda, 9d8d, ea37, 0
cba0, 10c9, ec13, f554, 0
3bc0, 1aaa, 3141, ee50, 0
f401, b0c1, f04b, 5014, 0
2237, 1356, 46f3, e823, 0
0577, bcb7, 367c, e4eb, 0
05bc, bffd, ec71, 9a20, 0
9ed9, 0e1b, d9d8, aae2, 0
0435, 3da5, df8a, e12a, 0
15ac, d763, ecd1, 4f6a, 0
aa24, f459, d2a9, c743, 0
ee80, 3416, 5a32, 0a15, 1
b141, f512, 0bd7, 481c, 0
26a3, 1f8f, 5877, 13ae, 0
e53e, d093, e507, f02c, 0
eda3, df1e, f98f, d339, 0
173e, dda1, ea39, c743, 0
b507, 2941, cf3d, 0768, 0
1175, 2579, 56da, dd3f, 0
70e1, ff72, 2f31, ec0d, 0
07ab, 4572, 1d73, 56c0, 0
5dd0, 0abc, fa9a, d14d, 0
2a1a, f3d8, 12b4, 00e3, 0
f2ca, 2d0e, b8dc, d43d, 0
ef5f, 5950, 2bcd, 46f0, 0
a4e9, 1b2a, f3a4, 30be, 0
12c7, 3d04, 18c9, da67, 0
0dfd, c5bf, 4591, 3277, 0
5b41, f83e, 0b7f, 924c, 0
1a0d, acca, ffea, 676d, 0
4ee1, 003c, fd5c, 756b, 0
2dfd, cc03, f5d8, 158a, 1
f924, ea74, 0a49, 28bf, 0
0ef8, ca2a, c227, c507, 0
24d1, 4cf9, 3142, b292, 0
de0d, 2bc7, 2af5, 24bd, 0
f6aa, f5d9, 080a, cbb4, 0
24a8, debe, f988, 4cab, 0
1d00, 5b92, f7a2, ba5b, 0
ffdb, bf19, 4624, 1347, 0
137a, 57db, b98d, 0f32, 0
d5fc, 4175, 9fd6, 1f94, 0
3226, 4840, 261f, bc12, 0
194e, 9e38, e08d, 2a9f, 0
efba, c76b, 933d, 0660, 0
2c72, 3f16, 1a24, ff92, 0
c848, 0eef, 3d8f, 3b69, 0
2d7a, 21f1, 211b, fd1f, 0
7911, fbf3, b848, 24b6, 0
c4f5, d587, 30e4, cf3e, 0
53d9, e14b, ce78, 37b8, 0
59bd, 1eb1, ade7, 2963, 1
ba40, 0b8d, be6a, 2685, 0
f7ee, 0252, b279, ebb4, 0
f348, af8c, 6c77, 0607, 0
ebbe, 4863, f93b, 1030, 0
3cb7, 2a8a, 01c0, f1b7, 0
feca, e23c, f766, 00a9, 0
aeb7, 2a32, 054e, 59c5, 0
fc39, 1baf, a344, fb4d, 0
96e8, 05c7, da3f, 20f4, 0
9bd8, ed0b, 3daf, 1843, 0
2fa3, c8c1, 45f5, ff92, 0
4428, 3bcf, 268d, eb5d, 0
0bfc, 52c6, 2b8c, 0e6b, 0
1bbc, ce67, 097d, 1d81, 0
ce66, f8ab, 2dba, b66f, 0
dde1, 243f, d648, ed4b, 0
0f7b, 5547, 1211, a434, 0
c6d4, 3a53, 1648, 9934, 0
3880, c4ae, d2e1, 517f, 0
4d95, ddf0, a6c7, 01c9, 1
0a47, d266, 48c7, da04, 0
09a0, 9ec2, 2627, ef65, 0
25a7, 1ef5, e4d1, 42cf, 0
ef85, fa00, df86, aee4, 0
8c75, ffab, 0a2c, ebc2, 0
1bb4, c2b5, 2b58, 2b49, 0
6140, 009b, fffe, 7808, 0
4b6b, eefa, ed24, 2ec5, 0
39d2, 1ae6, 1b5a, f817, 0
d73b, f857, 2648, 41e5, 0
0010, 2ddc, fbf1, a979, 0
fa39, b271, 61d3, 090a, 0
2233, 3122, 10a9, c0e8, 0
c655, 038f, 0b2c, 11be, 0
1655, ae6c, 99fd, 15e0, 0
bfe3, e27c, c9de, 02b4, 0
